Bundling 6%
Bundling 17%
Bundling 64%
Bundling 70%
Bundling 75%
Bundling 80%
Bundling 85%
Bundling 91%
Bundling 98%
Bundling 100%
Getting composition
Composition          Explainer
Codec                h264
Output               ../projects/import-china-india-te/renders/ch13.mp4
Concurrency          8x
Rendered 0/4051
Rendered 1/4051, time remaining: 48m 44s
Rendered 2275/4399, time remaining: 1m 13s
Rendered 2276/4399, time remaining: 1m 13s
Rendered 2277/4399, time remaining: 1m 13s
Rendered 2278/4399, time remaining: 1m 13s
Rendered 2279/4399, time remaining: 1m 13s
Rendered 2280/4399, time remaining: 1m 12s
Rendered 2281/4399, time remaining: 1m 12s
Rendered 2282/4399, time remaining: 1m 13s
Rendered 2283/4399, time remaining: 1m 13s
Rendered 2284/4399, time remaining: 1m 13s
Rendered 2285/4399, time remaining: 1m 13s
Rendered 2286/4399, time remaining: 1m 13s
Rendered 2287/4399, time remaining: 1m 13s
Rendered 2288/4399, time remaining: 1m 13s
Rendered 2289/4399, time remaining: 1m 11s
Rendered 2290/4399, time remaining: 1m 12s
Rendered 2291/4399, time remaining: 1m 12s
Rendered 2292/4399, time remaining: 1m 12s
Rendered 2293/4399, time remaining: 1m 12s
Rendered 2294/4399, time remaining: 1m 12s
Rendered 2295/4399, time remaining: 1m 12s
Rendered 2296/4399, time remaining: 1m 12s
Rendered 2297/4399, time remaining: 1m 13s
Rendered 2298/4399, time remaining: 1m 14s
Rendered 2299/4399, time remaining: 1m 11s
Rendered 2300/4399, time remaining: 1m 11s
Rendered 2301/4399, time remaining: 1m 12s
Rendered 2302/4399, time remaining: 1m 11s
Rendered 2303/4399, time remaining: 1m 11s
Rendered 2304/4399, time remaining: 1m 13s
Rendered 2305/4399, time remaining: 1m 14s
Rendered 2306/4399, time remaining: 1m 12s
Rendered 2307/4399, time remaining: 1m 11s
Rendered 2308/4399, time remaining: 1m 12s
Rendered 2309/4399, time remaining: 1m 12s
Rendered 2310/4399, time remaining: 1m 12s
Rendered 2311/4399, time remaining: 1m 12s
Rendered 2312/4399, time remaining: 1m 12s
Rendered 2313/4399, time remaining: 1m 12s
Rendered 2314/4399, time remaining: 1m 12s
Rendered 2315/4399, time remaining: 1m 11s
Rendered 2316/4399, time remaining: 1m 11s
Rendered 2317/4399, time remaining: 1m 11s
Rendered 2318/4399, time remaining: 1m 11s
Rendered 2319/4399, time remaining: 1m 11s
Rendered 2320/4399, time remaining: 1m 12s
Rendered 2321/4399, time remaining: 1m 12s
Rendered 2322/4399, time remaining: 1m 11s
Rendered 2323/4399, time remaining: 1m 11s
Rendered 2324/4399, time remaining: 1m 11s
Rendered 2325/4399, time remaining: 1m 10s
Rendered 2326/4399, time remaining: 1m 12s
Rendered 2327/4399, time remaining: 1m 11s
Rendered 2328/4399, time remaining: 1m 11s
Rendered 2329/4399, time remaining: 1m 11s
Rendered 2330/4399, time remaining: 1m 12s
Rendered 2331/4399, time remaining: 1m 12s
Rendered 2332/4399, time remaining: 1m 11s
Rendered 2333/4399, time remaining: 1m 11s
Rendered 2334/4399, time remaining: 1m 11s
Rendered 2335/4399, time remaining: 1m 11s
Rendered 2336/4399, time remaining: 1m 11s
Rendered 2337/4399, time remaining: 1m 10s
Rendered 2338/4399, time remaining: 1m 11s
Rendered 2339/4399, time remaining: 1m 9s
Rendered 2340/4399, time remaining: 1m 10s
Rendered 2341/4399, time remaining: 1m 11s
Rendered 2342/4399, time remaining: 1m 11s
Rendered 2343/4399, time remaining: 1m 11s
Rendered 2344/4399, time remaining: 1m 11s
Rendered 2345/4399, time remaining: 1m 10s
Rendered 2346/4399, time remaining: 1m 11s
Rendered 2347/4399, time remaining: 1m 11s
Rendered 2348/4399, time remaining: 1m 12s
Rendered 2349/4399, time remaining: 1m 10s
Rendered 2350/4399, time remaining: 1m 10s
Rendered 2351/4399, time remaining: 1m 11s
Rendered 2352/4399, time remaining: 1m 11s
Rendered 2353/4399, time remaining: 1m 11s
Rendered 2354/4399, time remaining: 1m 11s
Rendered 2355/4399, time remaining: 1m 11s
Rendered 2356/4399, time remaining: 1m 10s
Rendered 2357/4399, time remaining: 1m 9s
Rendered 2358/4399, time remaining: 1m 10s
Rendered 2359/4399, time remaining: 1m 10s
Rendered 2360/4399, time remaining: 1m 9s
Rendered 2361/4399, time remaining: 1m 10s
Rendered 2362/4399, time remaining: 1m 10s
Rendered 2363/4399, time remaining: 1m 11s
Rendered 2364/4399, time remaining: 1m 10s
Rendered 2365/4399, time remaining: 1m 10s
Rendered 2366/4399, time remaining: 1m 11s
Rendered 2367/4399, time remaining: 1m 11s
Rendered 2368/4399, time remaining: 1m 10s
Rendered 2369/4399, time remaining: 1m 10s
Rendered 2370/4399, time remaining: 1m 10s
Rendered 2371/4399, time remaining: 1m 10s
Rendered 2372/4399, time remaining: 1m 8s
Rendered 2373/4399, time remaining: 1m 8s
Rendered 2374/4399, time remaining: 1m 10s
Rendered 2375/4399, time remaining: 1m 10s
Rendered 2376/4399, time remaining: 1m 10s
Rendered 2377/4399, time remaining: 1m 9s
Rendered 2378/4399, time remaining: 1m 9s
Rendered 2379/4399, time remaining: 1m 8s
Rendered 2380/4399, time remaining: 1m 9s
Rendered 2381/4399, time remaining: 1m 8s
Rendered 2382/4399, time remaining: 1m 10s
Rendered 2383/4399, time remaining: 1m 10s
Rendered 2384/4399, time remaining: 1m 10s
Rendered 2385/4399, time remaining: 1m 10s
Rendered 2386/4399, time remaining: 1m 9s
Rendered 2387/4399, time remaining: 1m 9s
Rendered 2388/4399, time remaining: 1m 9s
Rendered 2389/4399, time remaining: 1m 9s
Rendered 2390/4399, time remaining: 1m 10s
Rendered 2391/4399, time remaining: 1m 9s
Rendered 2392/4399, time remaining: 1m 9s
Rendered 2393/4399, time remaining: 1m 9s
Rendered 2394/4399, time remaining: 1m 9s
Rendered 2395/4399, time remaining: 1m 8s
Rendered 2396/4399, time remaining: 1m 10s
Rendered 2397/4399, time remaining: 1m 10s
Rendered 2398/4399, time remaining: 1m 9s
Rendered 2399/4399, time remaining: 1m 10s
Rendered 2400/4399, time remaining: 1m 10s
Rendered 2401/4399, time remaining: 1m 9s
Rendered 2402/4399, time remaining: 1m 9s
Rendered 2403/4399, time remaining: 1m 8s
Rendered 2404/4399, time remaining: 1m 8s
Rendered 2405/4399, time remaining: 1m 8s
Rendered 2406/4399, time remaining: 1m 9s
Rendered 2407/4399, time remaining: 1m 9s
Rendered 2408/4399, time remaining: 1m 9s
Rendered 2409/4399, time remaining: 1m 10s
Rendered 2410/4399, time remaining: 1m 9s
Rendered 2411/4399, time remaining: 1m 8s
Rendered 2412/4399, time remaining: 1m 8s
Rendered 2413/4399, time remaining: 1m 8s
Rendered 2414/4399, time remaining: 1m 8s
Rendered 2415/4399, time remaining: 1m 8s
Rendered 2416/4399, time remaining: 1m 9s
Rendered 2417/4399, time remaining: 1m 9s
Rendered 2418/4399, time remaining: 1m 8s
Rendered 2419/4399, time remaining: 1m 8s
Rendered 2420/4399, time remaining: 1m 8s
Rendered 2421/4399, time remaining: 1m 8s
Rendered 2422/4399, time remaining: 1m 8s
Rendered 2423/4399, time remaining: 1m 9s
Rendered 2424/4399, time remaining: 1m 8s
Rendered 2425/4399, time remaining: 1m 8s
Rendered 2426/4399, time remaining: 1m 8s
Rendered 2427/4399, time remaining: 1m 8s
Rendered 2428/4399, time remaining: 1m 8s
Rendered 2429/4399, time remaining: 1m 8s
Rendered 2430/4399, time remaining: 1m 8s
Rendered 2431/4399, time remaining: 1m 10s
Rendered 2432/4399, time remaining: 1m 8s
Rendered 2433/4399, time remaining: 1m 8s
Rendered 2434/4399, time remaining: 1m 8s
Rendered 2435/4399, time remaining: 1m 7s
Rendered 2436/4399, time remaining: 1m 6s
Rendered 2437/4399, time remaining: 1m 7s
Rendered 2438/4399, time remaining: 1m 7s
Rendered 2439/4399, time remaining: 1m 9s
Rendered 2440/4399, time remaining: 1m 8s
Rendered 2441/4399, time remaining: 1m 8s
Rendered 2442/4399, time remaining: 1m 8s
Rendered 2443/4399, time remaining: 1m 7s
Rendered 2444/4399, time remaining: 1m 8s
Rendered 2445/4399, time remaining: 1m 8s
Rendered 2446/4399, time remaining: 1m 9s
Rendered 2447/4399, time remaining: 1m 8s
Rendered 2448/4399, time remaining: 1m 7s
Rendered 2449/4399, time remaining: 1m 8s
Rendered 2450/4399, time remaining: 1m 8s
Rendered 2451/4399, time remaining: 1m 7s
Rendered 2452/4399, time remaining: 1m 8s
Rendered 2453/4399, time remaining: 1m 8s
Rendered 2454/4399, time remaining: 1m 7s
Rendered 2455/4399, time remaining: 1m 6s
Rendered 2456/4399, time remaining: 1m 6s
Rendered 2457/4399, time remaining: 1m 7s
Rendered 2458/4399, time remaining: 1m 7s
Rendered 2459/4399, time remaining: 1m 8s
Rendered 2460/4399, time remaining: 1m 8s
Rendered 2461/4399, time remaining: 1m 8s
Rendered 2462/4399, time remaining: 1m 7s
Rendered 2463/4399, time remaining: 1m 6s
Rendered 2464/4399, time remaining: 1m 6s
Rendered 2465/4399, time remaining: 1m 6s
Rendered 2466/4399, time remaining: 1m 6s
Rendered 2467/4399, time remaining: 1m 8s
Rendered 2468/4399, time remaining: 1m 8s
Rendered 2469/4399, time remaining: 1m 7s
Rendered 2470/4399, time remaining: 1m 6s
Rendered 2471/4399, time remaining: 1m 7s
Rendered 2472/4399, time remaining: 1m 7s
Rendered 2473/4399, time remaining: 1m 7s
Rendered 2474/4399, time remaining: 1m 6s
Rendered 2475/4399, time remaining: 1m 8s
Rendered 2476/4399, time remaining: 1m 7s
Rendered 2477/4399, time remaining: 1m 7s
Rendered 2478/4399, time remaining: 1m 6s
Rendered 2479/4399, time remaining: 1m 7s
Rendered 2480/4399, time remaining: 1m 6s
Rendered 2481/4399, time remaining: 1m 6s
Rendered 2482/4399, time remaining: 1m 7s
Rendered 2483/4399, time remaining: 1m 7s
Rendered 2484/4399, time remaining: 1m 6s
Rendered 2485/4399, time remaining: 1m 6s
Rendered 2486/4399, time remaining: 1m 6s
Rendered 2487/4399, time remaining: 1m 6s
Rendered 2488/4399, time remaining: 1m 6s
Rendered 2489/4399, time remaining: 1m 6s
Rendered 2490/4399, time remaining: 1m 7s
Rendered 2491/4399, time remaining: 1m 6s
Rendered 2492/4399, time remaining: 1m 7s
Rendered 2493/4399, time remaining: 1m 6s
Rendered 2494/4399, time remaining: 1m 6s
Rendered 2495/4399, time remaining: 1m 6s
Rendered 2496/4399, time remaining: 1m 5s
Rendered 2497/4399, time remaining: 1m 6s
Rendered 2498/4399, time remaining: 1m 5s
Rendered 2499/4399, time remaining: 1m 7s
Rendered 2500/4399, time remaining: 1m 7s
Rendered 2501/4399, time remaining: 1m 6s
Rendered 2502/4399, time remaining: 1m 5s
Rendered 2503/4399, time remaining: 1m 5s
Rendered 2504/4399, time remaining: 1m 5s
Rendered 2505/4399, time remaining: 1m 5s
Rendered 2506/4399, time remaining: 1m 5s
Rendered 2507/4399, time remaining: 1m 6s
Rendered 2508/4399, time remaining: 1m 6s
Rendered 2509/4399, time remaining: 1m 6s
Rendered 2510/4399, time remaining: 1m 6s
Rendered 2511/4399, time remaining: 1m 6s
Rendered 2512/4399, time remaining: 1m 5s
Rendered 2513/4399, time remaining: 1m 4s
Rendered 2514/4399, time remaining: 1m 5s
Rendered 2515/4399, time remaining: 1m 6s
Rendered 2516/4399, time remaining: 1m 4s
Rendered 2517/4399, time remaining: 1m 5s
Rendered 2518/4399, time remaining: 1m 5s
Rendered 2519/4399, time remaining: 1m 5s
Rendered 2520/4399, time remaining: 1m 5s
Rendered 2521/4399, time remaining: 1m 5s
Rendered 2522/4399, time remaining: 1m 5s
Rendered 2523/4399, time remaining: 1m 7s
Rendered 2524/4399, time remaining: 1m 5s
Rendered 2525/4399, time remaining: 1m 4s
Rendered 2526/4399, time remaining: 1m 4s
Rendered 2527/4399, time remaining: 1m 6s
Rendered 2528/4399, time remaining: 1m 6s
Rendered 2529/4399, time remaining: 1m 5s
Rendered 2530/4399, time remaining: 1m 5s
Rendered 2531/4399, time remaining: 1m 6s
Rendered 2532/4399, time remaining: 1m 5s
Rendered 2533/4399, time remaining: 1m 5s
Rendered 2534/4399, time remaining: 1m 5s
Rendered 2535/4399, time remaining: 1m 4s
Rendered 2536/4399, time remaining: 1m 4s
Rendered 2537/4399, time remaining: 1m 5s
Rendered 2538/4399, time remaining: 1m 5s
Rendered 2539/4399, time remaining: 1m 5s
Rendered 2540/4399, time remaining: 1m 4s
Rendered 2541/4399, time remaining: 1m 4s
Rendered 2542/4399, time remaining: 1m 4s
Rendered 2543/4399, time remaining: 1m 4s
Rendered 2544/4399, time remaining: 1m 5s
Rendered 2545/4399, time remaining: 1m 6s
Rendered 2546/4399, time remaining: 1m 4s
Rendered 2547/4399, time remaining: 1m 4s
Rendered 2548/4399, time remaining: 1m 4s
Rendered 2549/4399, time remaining: 1m 3s
Rendered 2550/4399, time remaining: 1m 2s
Rendered 2551/4399, time remaining: 1m 3s
Rendered 2552/4399, time remaining: 1m 4s
Rendered 2553/4399, time remaining: 1m 4s
Rendered 2554/4399, time remaining: 1m 4s
Rendered 2555/4399, time remaining: 1m 4s
Rendered 2556/4399, time remaining: 1m 4s
Rendered 2557/4399, time remaining: 1m 3s
Rendered 2558/4399, time remaining: 1m 3s
Rendered 2559/4399, time remaining: 1m 2s
Rendered 2560/4399, time remaining: 1m 2s
Rendered 2561/4399, time remaining: 1m 5s
Rendered 2562/4399, time remaining: 1m 4s
Rendered 2563/4399, time remaining: 1m 4s
Rendered 2564/4399, time remaining: 1m 4s
Rendered 2565/4399, time remaining: 1m 4s
Rendered 2566/4399, time remaining: 1m 4s
Rendered 2567/4399, time remaining: 1m 2s
Rendered 2568/4399, time remaining: 1m 3s
Rendered 2569/4399, time remaining: 1m 3s
Rendered 2570/4399, time remaining: 1m 3s
Rendered 2571/4399, time remaining: 1m 4s
Rendered 2572/4399, time remaining: 1m 4s
Rendered 2573/4399, time remaining: 1m 3s
Rendered 2574/4399, time remaining: 1m 3s
Rendered 2575/4399, time remaining: 1m 3s
Rendered 2576/4399, time remaining: 1m 3s
Rendered 2577/4399, time remaining: 1m 4s
Rendered 2578/4399, time remaining: 1m 3s
Rendered 2579/4399, time remaining: 1m 4s
Rendered 2580/4399, time remaining: 1m 4s
Rendered 2581/4399, time remaining: 1m 3s
Rendered 2582/4399, time remaining: 1m 3s
Rendered 2583/4399, time remaining: 1m 3s
Rendered 2584/4399, time remaining: 1m 3s
Rendered 2585/4399, time remaining: 1m 3s
Rendered 2586/4399, time remaining: 1m 3s
Rendered 2587/4399, time remaining: 1m 3s
Rendered 2588/4399, time remaining: 1m 3s
Rendered 2589/4399, time remaining: 1m 3s
Rendered 2590/4399, time remaining: 1m 3s
Rendered 2591/4399, time remaining: 1m 3s
Rendered 2592/4399, time remaining: 1m 3s
Rendered 2593/4399, time remaining: 1m 3s
Rendered 2594/4399, time remaining: 1m 3s
Rendered 2595/4399, time remaining: 1m 3s
Rendered 2596/4399, time remaining: 1m 1s
Rendered 2597/4399, time remaining: 1m 2s
Rendered 2598/4399, time remaining: 1m 2s
Rendered 2599/4399, time remaining: 1m 2s
Rendered 2600/4399, time remaining: 1m 3s
Rendered 2601/4399, time remaining: 1m 2s
Rendered 2602/4399, time remaining: 1m 1s
Rendered 2603/4399, time remaining: 1m 1s
Rendered 2604/4399, time remaining: 1m 2s
Rendered 2605/4399, time remaining: 1m 3s
Rendered 2606/4399, time remaining: 1m 3s
Rendered 2607/4399, time remaining: 1m 2s
Rendered 2608/4399, time remaining: 1m 3s
Rendered 2609/4399, time remaining: 1m 1s
Rendered 2610/4399, time remaining: 1m 1s
Rendered 2611/4399, time remaining: 1m 2s
Rendered 2612/4399, time remaining: 1m 2s
Rendered 2613/4399, time remaining: 1m 2s
Rendered 2614/4399, time remaining: 1m 2s
Rendered 2615/4399, time remaining: 1m 3s
Rendered 2616/4399, time remaining: 1m 2s
Rendered 2617/4399, time remaining: 1m 0s
Rendered 2618/4399, time remaining: 1m 1s
Rendered 2619/4399, time remaining: 1m 2s
Rendered 2620/4399, time remaining: 1m 2s
Rendered 2621/4399, time remaining: 1m 1s
Rendered 2622/4399, time remaining: 1m 1s
Rendered 2623/4399, time remaining: 1m 2s
Rendered 2624/4399, time remaining: 1m 2s
Rendered 2625/4399, time remaining: 1m 0s
Rendered 2626/4399, time remaining: 1m 1s
Rendered 2627/4399, time remaining: 1m 1s
Rendered 2628/4399, time remaining: 1m 1s
Rendered 2629/4399, time remaining: 1m 1s
Rendered 2630/4399, time remaining: 1m 1s
Rendered 2631/4399, time remaining: 1m 2s
Rendered 2632/4399, time remaining: 1m 0s
Rendered 2633/4399, time remaining: 1m 1s
Rendered 2634/4399, time remaining: 1m 1s
Rendered 2635/4399, time remaining: 1m 1s
Rendered 2636/4399, time remaining: 1m 1s
Rendered 2637/4399, time remaining: 1m 1s
Rendered 2638/4399, time remaining: 1m 1s
Rendered 2639/4399, time remaining: 1m 1s
Rendered 2640/4399, time remaining: 1m 0s
Rendered 2641/4399, time remaining: 1m 1s
Rendered 2642/4399, time remaining: 1m 1s
Rendered 2643/4399, time remaining: 1m 1s
Rendered 2644/4399, time remaining: 1m 1s
Rendered 2645/4399, time remaining: 1m 1s
Rendered 2646/4399, time remaining: 1m 2s
Rendered 2647/4399, time remaining: 1m 0s
Rendered 2648/4399, time remaining: 1m 0s
Rendered 2649/4399, time remaining: 1m 0s
Rendered 2650/4399, time remaining: 1m 1s
Rendered 2651/4399, time remaining: 1m 0s
Rendered 2652/4399, time remaining: 1m 0s
Rendered 2653/4399, time remaining: 1m 1s
Rendered 2654/4399, time remaining: 1m 1s
Rendered 2655/4399, time remaining: 1m 1s
Rendered 2656/4399, time remaining: 1m 2s
Rendered 2657/4399, time remaining: 1m 1s
Rendered 2658/4399, time remaining: 1m 0s
Rendered 2659/4399, time remaining: 59s
Rendered 2660/4399, time remaining: 59s
Rendered 2661/4399, time remaining: 1m 1s
Rendered 2662/4399, time remaining: 1m 1s
Rendered 2663/4399, time remaining: 1m 1s
Rendered 2664/4399, time remaining: 1m 0s
Rendered 2665/4399, time remaining: 59s
Rendered 2666/4399, time remaining: 59s
Rendered 2667/4399, time remaining: 59s
Rendered 2668/4399, time remaining: 59s
Rendered 2669/4399, time remaining: 1m 1s
Rendered 2670/4399, time remaining: 1m 0s
Rendered 2671/4399, time remaining: 1m 0s
Rendered 2672/4399, time remaining: 1m 0s
Rendered 2673/4399, time remaining: 1m 0s
Rendered 2674/4399, time remaining: 59s
Rendered 2675/4399, time remaining: 59s
Rendered 2676/4399, time remaining: 1m 0s
Rendered 2677/4399, time remaining: 59s
Rendered 2678/4399, time remaining: 59s
Rendered 2679/4399, time remaining: 59s
Rendered 2680/4399, time remaining: 1m 0s
Rendered 2681/4399, time remaining: 59s
Rendered 2682/4399, time remaining: 1m 0s
Rendered 2683/4399, time remaining: 58s
Rendered 2684/4399, time remaining: 59s
Rendered 2685/4399, time remaining: 59s
Rendered 2686/4399, time remaining: 59s
Rendered 2687/4399, time remaining: 58s
Rendered 2688/4399, time remaining: 59s
Rendered 2689/4399, time remaining: 59s
Rendered 2690/4399, time remaining: 1m 0s
Rendered 2691/4399, time remaining: 59s
Rendered 2692/4399, time remaining: 59s
Rendered 2693/4399, time remaining: 1m 0s
Rendered 2694/4399, time remaining: 58s
Rendered 2695/4399, time remaining: 57s
Rendered 2696/4399, time remaining: 57s
Rendered 2697/4399, time remaining: 57s
Rendered 2698/4399, time remaining: 59s
Rendered 2699/4399, time remaining: 59s
Rendered 2700/4399, time remaining: 59s
Rendered 2701/4399, time remaining: 59s
Rendered 2702/4399, time remaining: 58s
Rendered 2703/4399, time remaining: 57s
Rendered 2704/4399, time remaining: 58s
Rendered 2705/4399, time remaining: 58s
Rendered 2706/4399, time remaining: 59s
Rendered 2707/4399, time remaining: 59s
Rendered 2708/4399, time remaining: 59s
Rendered 2709/4399, time remaining: 59s
Rendered 2710/4399, time remaining: 59s
Rendered 2711/4399, time remaining: 57s
Rendered 2712/4399, time remaining: 57s
Rendered 2713/4399, time remaining: 57s
Rendered 2714/4399, time remaining: 58s
Rendered 2715/4399, time remaining: 58s
Rendered 2716/4399, time remaining: 58s
Rendered 2717/4399, time remaining: 58s
Rendered 2718/4399, time remaining: 58s
Rendered 2719/4399, time remaining: 58s
Rendered 2720/4399, time remaining: 59s
Rendered 2721/4399, time remaining: 57s
Rendered 2722/4399, time remaining: 57s
Rendered 2723/4399, time remaining: 58s
Rendered 2724/4399, time remaining: 57s
Rendered 2725/4399, time remaining: 57s
Rendered 2726/4399, time remaining: 58s
Rendered 2727/4399, time remaining: 57s
Rendered 2728/4399, time remaining: 57s
Rendered 2729/4399, time remaining: 57s
Rendered 2730/4399, time remaining: 57s
Rendered 2731/4399, time remaining: 57s
Rendered 2732/4399, time remaining: 57s
Rendered 2733/4399, time remaining: 57s
Rendered 2734/4399, time remaining: 57s
Rendered 2735/4399, time remaining: 58s
Rendered 2736/4399, time remaining: 57s
Rendered 2737/4399, time remaining: 58s
Rendered 2738/4399, time remaining: 58s
Rendered 2739/4399, time remaining: 57s
Rendered 2740/4399, time remaining: 57s
Rendered 2741/4399, time remaining: 57s
Rendered 2742/4399, time remaining: 57s
Rendered 2743/4399, time remaining: 57s
Rendered 2744/4399, time remaining: 57s
Rendered 2745/4399, time remaining: 57s
Rendered 2746/4399, time remaining: 57s
Rendered 2747/4399, time remaining: 56s
Rendered 2748/4399, time remaining: 57s
Rendered 2749/4399, time remaining: 57s
Rendered 2750/4399, time remaining: 57s
Rendered 2751/4399, time remaining: 57s
Rendered 2752/4399, time remaining: 57s
Rendered 2753/4399, time remaining: 57s
Rendered 2754/4399, time remaining: 56s
Rendered 2755/4399, time remaining: 57s
Rendered 2756/4399, time remaining: 57s
Rendered 2757/4399, time remaining: 57s
Rendered 2758/4399, time remaining: 56s
Rendered 2759/4399, time remaining: 56s
Rendered 2760/4399, time remaining: 56s
Rendered 2761/4399, time remaining: 56s
Rendered 2762/4399, time remaining: 56s
Rendered 2763/4399, time remaining: 57s
Rendered 2764/4399, time remaining: 57s
Rendered 2765/4399, time remaining: 56s
Rendered 2766/4399, time remaining: 56s
Rendered 2767/4399, time remaining: 56s
Rendered 2768/4399, time remaining: 56s
Rendered 2769/4399, time remaining: 55s
Rendered 2770/4399, time remaining: 56s
Rendered 2771/4399, time remaining: 57s
Rendered 2772/4399, time remaining: 57s
Rendered 2773/4399, time remaining: 56s
Rendered 2774/4399, time remaining: 56s
Rendered 2775/4399, time remaining: 57s
Rendered 2776/4399, time remaining: 56s
Rendered 2777/4399, time remaining: 55s
Rendered 2778/4399, time remaining: 57s
Rendered 2779/4399, time remaining: 56s
Rendered 2780/4399, time remaining: 57s
Rendered 2781/4399, time remaining: 56s
Rendered 2782/4399, time remaining: 56s
Rendered 2783/4399, time remaining: 56s
Rendered 2784/4399, time remaining: 56s
Rendered 2785/4399, time remaining: 55s
Rendered 2786/4399, time remaining: 56s
Rendered 2787/4399, time remaining: 56s
Rendered 2788/4399, time remaining: 56s
Rendered 2789/4399, time remaining: 56s
Rendered 2790/4399, time remaining: 56s
Rendered 2791/4399, time remaining: 56s
Rendered 2792/4399, time remaining: 55s
Rendered 2793/4399, time remaining: 55s
Rendered 2794/4399, time remaining: 56s
Rendered 2795/4399, time remaining: 56s
Rendered 2796/4399, time remaining: 56s
Rendered 2797/4399, time remaining: 56s
Rendered 2798/4399, time remaining: 56s
Rendered 2799/4399, time remaining: 55s
Rendered 2800/4399, time remaining: 54s
Rendered 2801/4399, time remaining: 55s
Rendered 2802/4399, time remaining: 56s
Rendered 2803/4399, time remaining: 55s
Rendered 2804/4399, time remaining: 55s
Rendered 2805/4399, time remaining: 56s
Rendered 2806/4399, time remaining: 55s
Rendered 2807/4399, time remaining: 55s
Rendered 2808/4399, time remaining: 54s
Rendered 2809/4399, time remaining: 55s
Rendered 2810/4399, time remaining: 55s
Rendered 2811/4399, time remaining: 55s
Rendered 2812/4399, time remaining: 54s
Rendered 2813/4399, time remaining: 56s
Rendered 2814/4399, time remaining: 56s
Rendered 2815/4399, time remaining: 56s
Rendered 2816/4399, time remaining: 55s
Rendered 2817/4399, time remaining: 55s
Rendered 2818/4399, time remaining: 56s
Rendered 2819/4399, time remaining: 55s
Rendered 2820/4399, time remaining: 55s
Rendered 2821/4399, time remaining: 55s
Rendered 2822/4399, time remaining: 54s
Rendered 2823/4399, time remaining: 54s
Rendered 2824/4399, time remaining: 54s
Rendered 2825/4399, time remaining: 55s
Rendered 2826/4399, time remaining: 55s
Rendered 2827/4399, time remaining: 54s
Rendered 2828/4399, time remaining: 56s
Rendered 2829/4399, time remaining: 56s
Rendered 2830/4399, time remaining: 54s
Rendered 2831/4399, time remaining: 54s
Rendered 2832/4399, time remaining: 54s
Rendered 2833/4399, time remaining: 54s
Rendered 2834/4399, time remaining: 54s
Rendered 2835/4399, time remaining: 54s
Rendered 2836/4399, time remaining: 55s
Rendered 2837/4399, time remaining: 55s
Rendered 2838/4399, time remaining: 55s
Rendered 2839/4399, time remaining: 55s
Rendered 2840/4399, time remaining: 54s
Rendered 2841/4399, time remaining: 54s
Rendered 2842/4399, time remaining: 54s
Rendered 2843/4399, time remaining: 54s
Rendered 2844/4399, time remaining: 55s
Rendered 2845/4399, time remaining: 55s
Rendered 2846/4399, time remaining: 55s
Rendered 2847/4399, time remaining: 55s
Rendered 2848/4399, time remaining: 53s
Rendered 2849/4399, time remaining: 55s
Rendered 2850/4399, time remaining: 55s
Rendered 2851/4399, time remaining: 54s
Rendered 2852/4399, time remaining: 54s
Rendered 2853/4399, time remaining: 55s
Rendered 2854/4399, time remaining: 54s
Rendered 2855/4399, time remaining: 54s
Rendered 2856/4399, time remaining: 52s
Rendered 2857/4399, time remaining: 54s
Rendered 2858/4399, time remaining: 54s
Rendered 2859/4399, time remaining: 53s
Rendered 2860/4399, time remaining: 54s
Rendered 2861/4399, time remaining: 54s
Rendered 2862/4399, time remaining: 54s
Rendered 2863/4399, time remaining: 53s
Rendered 2864/4399, time remaining: 53s
Rendered 2865/4399, time remaining: 54s
Rendered 2866/4399, time remaining: 54s
Rendered 2867/4399, time remaining: 54s
Rendered 2868/4399, time remaining: 53s
Rendered 2869/4399, time remaining: 55s
Rendered 2870/4399, time remaining: 54s
Rendered 2871/4399, time remaining: 53s
Rendered 2872/4399, time remaining: 53s
Rendered 2873/4399, time remaining: 53s
Rendered 2874/4399, time remaining: 53s
Rendered 2875/4399, time remaining: 53s
Rendered 2876/4399, time remaining: 53s
Rendered 2877/4399, time remaining: 54s
Rendered 2878/4399, time remaining: 54s
Rendered 2879/4399, time remaining: 53s
Rendered 2880/4399, time remaining: 53s
Rendered 2881/4399, time remaining: 53s
Rendered 2882/4399, time remaining: 53s
Rendered 2883/4399, time remaining: 53s
Rendered 2884/4399, time remaining: 53s
Rendered 2885/4399, time remaining: 54s
Rendered 2886/4399, time remaining: 53s
Rendered 2887/4399, time remaining: 53s
Rendered 2888/4399, time remaining: 53s
Rendered 2889/4399, time remaining: 53s
Rendered 2890/4399, time remaining: 52s
Rendered 2891/4399, time remaining: 52s
Rendered 2892/4399, time remaining: 53s
Rendered 2893/4399, time remaining: 54s
Rendered 2894/4399, time remaining: 53s
Rendered 2895/4399, time remaining: 53s
Rendered 2896/4399, time remaining: 53s
Rendered 2897/4399, time remaining: 53s
Rendered 2898/4399, time remaining: 52s
Rendered 2899/4399, time remaining: 52s
Rendered 2900/4399, time remaining: 53s
Rendered 2901/4399, time remaining: 54s
Rendered 2902/4399, time remaining: 53s
Rendered 2903/4399, time remaining: 53s
Rendered 2904/4399, time remaining: 53s
Rendered 2905/4399, time remaining: 52s
